intent,expression
cards.report.payment.bankcard.error-creditcard,prepaid kredietkaart mijn betaling lukt niet
cards.report.payment.bankcard.error-creditcard,vervelend dat het niet lukt om een betaling uit te voeren met de visakaart
cards.report.raise.limit.error.bankcard-creditcard,er is een probleem als ik de limiet van mijn kredietkaart wil omhoogtrekken
cards.report.raise.limit.error.bankcard-creditcard,er is een probleem bij het omhoogtrekken ven de limiet van mijn kredietkaart
cards.report.raise.limit.error.bankcard-creditcard,fout als ik de limiet van kredietkaart omhoog wil trekken
cards.report.raise.limit.error.bankcard-creditcard,fout bij omhoog trekken limiet op kredietkaart
cards.report.raise.limit.error.bankcard-creditcard,het gaat mis als ik de limiet van mijn visa omhoog wil trekken
cards.report.raise.limit.error.bankcard-creditcard,het loopt de verkeerde kant uit bij het verhogen van de limiet op mijn visa
cards.report.raise.limit.error.bankcard-creditcard,ik heb een probleem als ik de limiet van mijn kaart wil verhogen
cards.report.raise.limit.error.bankcard-creditcard,ik heb een probleem als ik de limiet van mijn visa wil verhogen
cards.report.raise.limit.error.bankcard-creditcard,ik heb een probleem bij het verhogen van de limiet van de mastercard gold
cards.report.raise.limit.error.bankcard-creditcard,Ik kan de limiet van mijn mastercard red niet omhoogtrekken
cards.report.raise.limit.error.bankcard-creditcard,Ik kan de limiet van mijn visa niet omhoogtrekken
cards.report.raise.limit.error.bankcard-creditcard,ik kan geen verhoging instellen van de limiet van mijn kredietkaart
cards.report.raise.limit.error.bankcard-creditcard,ik kan geen verhoging van de limiet van mijn kredietkaart uitvoeren door fout bericht
cards.report.raise.limit.error.bankcard-creditcard,Ik krijg bij het verhogen van de limiet van kredietkaart een foutmelding
cards.report.raise.limit.error.bankcard-creditcard,ik krijg de limiet niet om hoog van mijn kredietkaart door foutmelding
cards.report.raise.limit.error.bankcard-creditcard,ik krijg de limiet van mijn kaart niet omhooggetrokken
cards.report.raise.limit.error.bankcard-creditcard,ik krijg de limiet van mijn kredietkaart niet omhooggetrokken
cards.report.raise.limit.error.bankcard-creditcard,ik krijg de limiet van mijn visa niet omhoog
cards.report.raise.limit.error.bankcard-creditcard,Ik krijg de limiet van mijn visakaart niet naar boven
cards.report.raise.limit.error.bankcard-creditcard,ik krijg een fout bij het verhogen van de limiet op mijn visa
cards.report.raise.limit.error.bankcard-creditcard,ik krijg een foutmelding als ik de limiet van mijn kredietkaart wil optrekken
cards.request.order.bankcard,aanvragen van een kaart
cards.request.order.bankcard,bank kaart vragen
cards.request.order.bankcard,bankkaart krijgen
cards.request.order.bankcard,bestellen van een kaart
cards.request.order.bankcard,bestelt is een kaart voor mij aub
cards.request.order.bankcard,een bankkaart bestellen
cards.request.order.bankcard,een kaart aanvragen
cards.request.order.bankcard,heb een kaart nodig
cards.request.order.bankcard,ik heb bankkaart sinds kort nodig
cards.request.order.bankcard,ik heb een kaart nodig
cards.request.order.bankcard,ik wens een bankkaart te ontvangen
cards.request.order.bankcard,ik wens een kaart
cards.request.order.bankcard,ik wens een kaart te ontvangen
cards.request.order.bankcard,ik wil dat je een kaart voor mij bestelt
cards.request.order.bankcard,ik wil een bankkaart opvragen
cards.request.order.bankcard,ik wil een kaart aanvragen
cards.request.order.bankcard,ik wil een kaart bestellen
cards.request.order.bankcard,ik zou graag een bankkaart aanvragen
cards.request.order.bankcard,ik zou graag een kaart aanvragen
cards.request.order.bankcard,kan jij een bestelling doen voor en bankkaart
cards.request.order.bankcard,kun je me helpen met een kaart te bestellen
cards.request.order.bankcard,wil graag een bankkaart aanvragen
cards.request.order.bankcard,kan jij een bestelling plaatsen voor een kaart
cards.request.order.bankcard-creditcard,ik ben eigenlijk op zoek naar een gouden kredietkaart
cards.request.order.bankcard-creditcard,ik had graag een kredietkaart aangevraagd
cards.request.order.bankcard-creditcard,ik heb een kredietkaart nodig
cards.request.order.bankcard-creditcard,ik wil een creditcard
cards.request.order.bankcard-creditcard,ik wil een krediet kaart
cards.request.order.bankcard-creditcard,ik wil een krediet kaart kopen
cards.request.order.bankcard-creditcard,ik wil een kredietkaart aanvragen
cards.request.order.bankcard-creditcard,ik wil een kredietkaart aub
cards.request.order.bankcard-creditcard,ik wil een kredietkaart kan ik dat bij jou aanvragen
cards.request.order.bankcard-creditcard,ik wil een mastercard aanvragen
cards.request.order.bankcard-creditcard,ik wil een mastercard bestellen
cards.request.order.bankcard-creditcard,ik wil een mastercard gold aanvragen
cards.request.order.bankcard-creditcard,ik wil een prepaid kredietkaart
cards.request.order.bankcard-creditcard,ik wil een visa kaart aanvragen
cards.request.order.bankcard-creditcard,ik wil graag de red mastercard
cards.request.order.bankcard-creditcard,ik wil graag een krediet kaart aan vragen
cards.request.order.bankcard-creditcard,ik wil graag een mastercard white
cards.request.order.bankcard-creditcard,ik wil graag een visakaart
cards.request.order.bankcard-creditcard,ik zou een mastercard white willen aanvragen
cards.request.order.bankcard-creditcard,ik zou graag creditcard prepaid hebben
cards.request.order.bankcard-creditcard,ik zou graag een mastercard gold willen aanvragen
cards.request.order.bankcard-creditcard,kredietkaart aanvragen
cards.request.order.bankcard-creditcard,kredietkaart graag
cards.request.order.bankcard-creditcard,kredietkaart nodig
cards.request.order.bankcard-creditcard,mastercard aanvragen
cards.request.raise.balance.bankcard-creditcard,balans kredietkaart verhogen
cards.request.raise.balance.bankcard-creditcard,de balans optrekken op mijn mastercard
cards.request.raise.balance.bankcard-creditcard,De balans van mijn mastercard gold vergroten
cards.request.raise.balance.bankcard-creditcard,de balans van mijn visa vergroten
cards.request.raise.balance.bankcard-creditcard,het saldo van mijn visakaart verhogen
cards.request.raise.balance.bankcard-creditcard,ik heb meer balans nodig op mijn kredietkaart
cards.request.raise.balance.bankcard-creditcard,Ik wil een hogere saldo voor mijn visa kaart
cards.request.raise.balance.bankcard-creditcard,Ik wil het saldo van mijn krediet kaart verhogen
cards.request.raise.balance.bankcard-creditcard,ik wil het saldo verhogen op mijn kredietkaart
cards.request.raise.balance.bankcard-creditcard,ik wil meer saldo op mijn kredietkaart
cards.request.raise.balance.bankcard-creditcard,mijn kredietkaart moet een grotere balans hebben
cards.request.raise.balance.bankcard-creditcard,saldo kredietkaart omhoogtrekken
cards.request.raise.balance.bankcard-creditcard,saldo optrekken van kredietkaart
cards.request.raise.balance.bankcard-creditcard,trek de balans van mijn mastercard op
cards.request.raise.balance.bankcard-creditcard,vergroot de balans van mijn visakaart
cards.request.raise.balance.bankcard-creditcard,verhoog de balans op mijn mastercard
cards.request.raise.balance.bankcard-creditcard,verhoog de balans van mijn kredietkaart
cards.request.raise.balance.bankcard-creditcard,verhoog de balans van mijn visa
cards.request.raise.balance.bankcard-creditcard,verhoog het saldo van mijn kredietkaart
cards.request.raise.balance.bankcard-creditcard,zet de balans van mijn visakaart omhoog
cards.request.raise.balance.bankcard-creditcard,zet het saldo van mijn mastercard omhoog
cards.request.raise.balance.bankcard-creditcard,de balans verhogen op mijn visa
cards.request.raise.limit.bankcard-digital_channel.app,de limiet hoger zetten met mijn online app
cards.request.raise.limit.bankcard-digital_channel.app,de limiet optrekken van mijn kaart met de app
cards.request.raise.limit.bankcard-digital_channel.app,de limiet van mijn kaart verhogen met de online app
cards.request.raise.limit.bankcard-digital_channel.app,de limiet van mijn kaart verhogen via de online app
cards.request.raise.limit.bankcard-digital_channel.app,ik wil de limiet optrekken van mijn kaart met de app
cards.request.raise.limit.bankcard-digital_channel.app,ik wil limiet hoger zetten vanaf app
cards.request.raise.limit.bankcard-digital_channel.app,ik wil met de app mijn limiet van mijn bank kaart verhogen
cards.request.raise.limit.bankcard-digital_channel.app,ik wil mijn bank kaart limiet verhogen vanaf mijn smartphone
cards.request.raise.limit.bankcard-digital_channel.app,limiet bankkaart verhogen met de app
cards.request.raise.limit.bankcard-digital_channel.app,limiet hoger zetten vanaf app
cards.request.raise.limit.bankcard-digital_channel.app,limiet hoger zetten vanuit de belfius app
cards.request.raise.limit.bankcard-digital_channel.app,limiet omhoog zetten vanuit de belfius app
cards.request.raise.limit.bankcard-digital_channel.app,limiet verhogen van bankkaart online via smartphone
cards.request.raise.limit.bankcard-digital_channel.app,met apps de limiet van mijn kaart vergroten
cards.request.raise.limit.bankcard-digital_channel.app,met de belfius app de limiet optrekken van mijn kaart
cards.request.raise.limit.bankcard-digital_channel.app,met mijn app de limiet van de kaart hoger zetten
cards.request.raise.limit.bankcard-digital_channel.app,vanaf bank app limiet optrekken van bankkaart
cards.request.raise.limit.bankcard-digital_channel.app,vanaf de applicatie de limiet van mijn kaart optrekken
cards.request.raise.limit.bankcard-digital_channel.app,vanaf mijn app mijn kaartlimiet omhoogzetten
cards.request.raise.limit.bankcard-digital_channel.app,vergrotten van mijn bankkaart limiet vanaf mijn app
cards.request.raise.limit.bankcard-digital_channel.app,verhogen van de kaart limiet vanaf je app
cards.request.raise.limit.bankcard-digital_channel.app,verhogen van de limiet van mijn kaart met belfius online app
cards.request.raise.limit.bankcard-digital_channel.app,verhoog de bankkaart limiet met de app
cards.request.raise.limit.bankcard-digital_channel.app,verhoog de bankkaart limiet via de app
cards.request.raise.limit.bankcard-digital_channel.app,verhoog limiet kaart met app
cards.request.raise.limit.bankcard-digital_channel.app,het limiet van mijn kaart hoger zetten met mijn online app
general.contact.human_offloading,chat met iemand anders
general.contact.human_offloading,collega aub het is dringend
general.contact.human_offloading,collega graag
general.contact.human_offloading,dan wil ik graag met een collega spreken
general.contact.human_offloading,echte collega
general.contact.human_offloading,echte medewerker
general.contact.human_offloading,echte mens
general.contact.human_offloading,echte persoon
general.contact.human_offloading,een collega spreken
general.contact.human_offloading,een mens van vlees en bloed
general.contact.human_offloading,geef me die collega maar
general.contact.human_offloading,geen andere vraag schakel collega in
general.contact.human_offloading,graag een collega
general.contact.human_offloading,graag een collega spreken dan
general.contact.human_offloading,graag wil ik een medewerker spreken
general.contact.human_offloading,help ik wil met iemand spreken
general.contact.human_offloading,hulp van mens inroepen
general.contact.human_offloading,human offload
general.contact.human_offloading,ik heb een medewerker nodig
general.contact.human_offloading,ik heb geen andere vraag en zou de hulp willen van uw collega
general.contact.human_offloading,ik wil een collega spreken
general.contact.human_offloading,ik wil een echte persoon spreken
general.contact.human_offloading,ik wil een medewerker
general.contact.human_offloading,ik wil met een echte mens spreken
general.contact.human_offloading,ik wil niet met een chatbot babbelen
general.contact.human_offloading,ik wil niet met een robot praten
general.contact.human_offloading,ik wil niet met jou kletsen
general.contact.human_offloading,ik wil niet met jou praten
general.contact.human_offloading,mag ik met jou kameraad praten
general.contact.human_offloading,ik zou de hulp willen van uw collega aub
general.contact.human_offloading,ik wil met een mens van vlees en bloed spreken
general.contact.human_offloading,geef me eens een echte mens van belfius
general.contact.human_offloading,chat met echte persoon van belfius
general.contact.human_offloading,persoon inschakelen
general.contact.human_offloading,ik wil praten met jou collega
general.contact.human_offloading,geen robot ik wil een echte persoon
general.contact.human_offloading,geef me een medewerker om te praten
general.contact.human_offloading,kan ik een medewerker aan de lijn krijgen aub
general.contact.human_offloading,kan ik met iemand echt praten
general.contact.human_offloading,ik chat liever met een mens
general.contact.human_offloading,"Beste ik dien een grote overschrijving te doen, maar stoot op een limiet Kan ik hiervoor een medewerker spreken"
payments.question.cancel.payment,foute betaling kan ik dit annuleren
payments.question.cancel.payment,ik heb een betaling gedaan naar een andere bank kan ik die ongedaan maken
payments.question.cancel.payment,is er de mogelijkheid een specifieke betaling te stoppen
